2025-04-21 22:07:39	23.6	67.2
2025-04-21 21:57:39	23.5	67.2
2025-04-21 21:47:39	23.5	66.8
2025-04-21 21:37:39	23.5	66.6
2025-04-21 21:27:39	23.4	66.2
2025-04-21 21:17:39	23.4	66.3
2025-04-21 21:07:39	23.3	66.4
2025-04-21 20:57:39	23.3	66.3
2025-04-21 20:47:39	23.3	66.1
2025-04-21 20:37:39	23.2	66.1
2025-04-21 20:27:39	23.2	66.3
2025-04-21 20:17:39	23.1	66.2
2025-04-21 20:07:39	23.1	66.2
2025-04-21 19:57:39	23.1	66.2
2025-04-21 19:47:39	23	66.3
2025-04-21 19:37:39	23	66.2
2025-04-21 19:27:39	22.9	66.4
2025-04-21 19:17:39	22.8	66.3
2025-04-21 19:07:39	22.6	66.2
2025-04-21 18:57:39	22.6	66.4
2025-04-21 18:47:39	22.5	66.7
2025-04-21 18:37:39	22.3	67
2025-04-21 18:27:39	22.1	67.2
2025-04-21 18:17:39	21.7	67.5
2025-04-21 18:07:39	21.2	67
2025-04-21 17:57:39	21	64.9
2025-04-21 17:47:39	21	64.3
2025-04-21 17:37:39	21	64.2
2025-04-21 17:27:39	21	64.1
2025-04-21 17:17:39	21.1	64.2
2025-04-21 17:07:39	21.1	64.3
2025-04-21 16:57:39	21.1	63.9
2025-04-21 16:47:39	21.1	63.9
2025-04-21 16:37:39	21.1	63.8
2025-04-21 16:27:39	21.2	63.9
2025-04-21 16:17:39	21.2	64
2025-04-21 16:07:39	21.1	63.4
2025-04-21 15:57:39	21.1	63.4
2025-04-21 15:47:39	21.1	63.4
2025-04-21 15:37:39	21.2	63.3
2025-04-21 15:27:39	21.1	63.1
2025-04-21 15:17:39	21.2	63.2
2025-04-21 15:07:39	21.2	63.4
2025-04-21 14:57:39	21.2	63.9
2025-04-21 14:47:39	21.3	64.4
2025-04-21 14:37:39	21.2	64.5
2025-04-21 14:27:39	21.2	64.4
2025-04-21 14:17:39	21.2	64.2
2025-04-21 14:07:39	21.2	63.5
2025-04-21 13:57:39	21.3	63.1
2025-04-21 13:47:39	21.3	62.5
2025-04-21 13:37:39	21.3	62.3
2025-04-21 13:27:39	21.3	62
2025-04-21 13:17:39	21.3	62
2025-04-21 13:07:39	21.4	61.8
2025-04-21 12:57:39	21.4	61.6
2025-04-21 12:47:39	21.4	61.7
2025-04-21 12:37:39	21.5	61.6
2025-04-21 12:27:39	21.5	61.7
2025-04-21 12:17:39	21.6	61.7
2025-04-21 12:07:39	21.6	61.5
2025-04-21 11:57:39	21.7	61.9
2025-04-21 11:47:39	21.7	61.8
2025-04-21 11:37:39	21.7	61.3
2025-04-21 11:27:39	21.6	60.3
2025-04-21 11:17:39	21.7	59.4
2025-04-21 11:07:39	21.7	58.9
2025-04-21 10:57:39	21.8	58.5
2025-04-21 10:47:39	21.9	58.4
2025-04-21 10:37:39	21.9	58.3
2025-04-21 10:27:39	22	58.3
2025-04-21 10:17:39	22.1	58.2
2025-04-21 10:07:39	22.2	58
2025-04-21 09:57:39	22.2	57.2
2025-04-21 09:47:39	22.3	56.1
2025-04-21 09:37:39	22.6	55.5
2025-04-21 09:27:39	22.8	55
2025-04-21 09:17:39	23.2	54
2025-04-21 09:07:39	23.6	52.8
2025-04-21 08:57:39	24	52
2025-04-21 08:47:39	24.2	51.2
2025-04-21 08:37:39	24.2	50.7
2025-04-21 08:27:39	24.2	50
2025-04-21 08:17:39	24.2	49.4
2025-04-21 08:07:39	24.1	49.3
2025-04-21 07:57:39	24.1	48.9
2025-04-21 07:47:39	24.1	48.5
2025-04-21 07:37:39	24.1	48.5
2025-04-21 07:27:39	24.1	48.3
2025-04-21 07:17:39	24.1	47.9
2025-04-21 07:07:39	24.1	47.5
2025-04-21 06:57:39	24.1	47.3
2025-04-21 06:47:39	24.1	47.1
2025-04-21 06:37:39	24.1	47
2025-04-21 06:27:39	24.1	46.8
2025-04-21 06:17:39	24.1	46.7
2025-04-21 06:07:39	24.1	46.4
2025-04-21 05:57:39	24.1	46.1
2025-04-21 05:47:39	24.1	45.9
2025-04-21 05:37:39	24.1	45.7
2025-04-21 05:27:39	24.1	45.6
2025-04-21 05:17:39	24	45.4
2025-04-21 05:07:39	24	45
2025-04-21 04:57:39	24	44.9
2025-04-21 04:47:39	24	44.9
2025-04-21 04:37:39	24	44.8
2025-04-21 04:27:39	24	44.7
2025-04-21 04:17:39	24	44.7
2025-04-21 04:07:39	24	44.6
2025-04-21 03:57:39	24	44.6
2025-04-21 03:47:39	24	44.5
2025-04-21 03:37:39	23.9	44.5
2025-04-21 03:27:39	23.9	44.4
2025-04-21 03:17:39	23.9	44.3
2025-04-21 03:07:39	24	44.2
2025-04-21 02:57:39	23.9	44.1
2025-04-21 02:47:39	23.9	44
2025-04-21 02:37:39	23.9	43.9
2025-04-21 02:27:39	23.9	43.8
2025-04-21 02:17:39	23.9	43.7
2025-04-21 02:07:39	23.8	43.6
2025-04-21 01:57:39	23.8	43.6
2025-04-21 01:47:39	23.9	43.5
2025-04-21 01:37:39	23.8	43.5
2025-04-21 01:27:39	23.8	43.4
2025-04-21 01:17:39	23.7	43.5
2025-04-21 01:07:39	23.8	43.5
2025-04-21 00:57:39	23.7	43.4
2025-04-21 00:47:39	23.7	43.5
2025-04-21 00:37:39	23.7	43.4
2025-04-21 00:27:39	23.7	43.5
2025-04-21 00:17:39	23.7	43.5
2025-04-21 00:07:43	23.6	43.5
2025-04-20 23:57:43	23.6	43.6
2025-04-20 23:47:43	23.6	43.6
2025-04-20 23:37:43	23.6	43.6
2025-04-20 23:27:43	23.6	43.6
2025-04-20 23:17:43	23.6	43.6
2025-04-20 23:07:43	23.6	43.7
2025-04-20 22:57:43	23.5	43.7
2025-04-20 22:47:43	23.5	43.8
2025-04-20 22:37:43	23.5	43.8
2025-04-20 22:27:43	23.5	43.9
2025-04-20 22:17:43	23.5	43.9
2025-04-20 22:07:43	23.5	44
2025-04-20 21:57:43	23.4	44.1
2025-04-20 21:47:43	23.4	44.2
2025-04-20 21:37:43	23.4	44.4
2025-04-20 21:27:43	23.3	44.6
2025-04-20 21:17:43	23.3	44.7
2025-04-20 21:07:43	23.3	44.8
2025-04-20 20:57:43	23.3	45.1
2025-04-20 20:47:43	23.2	45.4
2025-04-20 20:37:43	23.2	45.7
2025-04-20 20:27:43	23.2	45.9
2025-04-20 20:17:43	23.2	46.2
2025-04-20 20:07:43	23.1	46.4
2025-04-20 19:57:43	23.1	46.7
2025-04-20 19:47:43	23	47
2025-04-20 19:37:43	23	47.4
2025-04-20 19:27:43	22.9	47.7
2025-04-20 19:17:43	22.8	48
2025-04-20 19:07:43	22.7	48.5
2025-04-20 18:57:43	22.6	49
2025-04-20 18:47:43	22.5	49.5
2025-04-20 18:37:43	22.4	50.2
2025-04-20 18:27:43	22.1	50.9
2025-04-20 18:17:43	21.8	51.8
2025-04-20 18:07:43	21.2	53.4
2025-04-20 17:57:43	20.9	54.2
2025-04-20 17:47:43	20.9	54.4
2025-04-20 17:37:43	20.8	54.3
2025-04-20 17:27:43	20.9	54.2
2025-04-20 17:17:43	20.9	54.2
2025-04-20 17:07:43	20.9	54.1
2025-04-20 16:57:43	21	54.1
2025-04-20 16:47:43	21	54.1
2025-04-20 16:37:43	21	54.1
2025-04-20 16:27:43	21	54.1
2025-04-20 16:17:43	21	54.1
2025-04-20 16:07:43	21	54.1
2025-04-20 15:57:43	21.1	54.1
2025-04-20 15:47:43	21	54.1
2025-04-20 15:37:43	21.1	54.1
2025-04-20 15:27:43	21.1	54.1
2025-04-20 15:17:43	21.1	54.1
2025-04-20 15:07:43	21.1	54.1
2025-04-20 14:57:43	21.1	54.2
2025-04-20 14:47:43	21.1	54.2
2025-04-20 14:37:43	21.1	54.3
2025-04-20 14:27:43	21.1	54.2
2025-04-20 14:17:43	21.1	54.2
2025-04-20 14:07:43	21.2	54.2
2025-04-20 13:57:43	21.2	54
2025-04-20 13:47:43	21.2	54
2025-04-20 13:37:43	21.2	54
2025-04-20 13:27:43	21.2	53.9
2025-04-20 13:17:43	21.3	54
2025-04-20 13:07:43	21.3	54
2025-04-20 12:57:43	21.3	54.1
2025-04-20 12:47:43	21.3	54.2
2025-04-20 12:37:43	21.3	54.1
2025-04-20 12:27:43	21.3	54.1
2025-04-20 12:17:43	21.4	54.1
2025-04-20 12:07:43	21.4	54.1
2025-04-20 11:57:43	21.5	54.2
2025-04-20 11:47:43	21.5	54.2
2025-04-20 11:37:43	21.5	54.5
2025-04-20 11:27:43	21.6	54.6
2025-04-20 11:17:43	21.6	54.7
2025-04-20 11:07:43	21.6	54.7
2025-04-20 10:57:43	21.7	54.8
2025-04-20 10:47:43	21.7	54.8
2025-04-20 10:37:43	21.8	54.6
2025-04-20 10:27:43	21.9	54.6
2025-04-20 10:17:43	22	54.3
2025-04-20 10:07:43	22.1	54
2025-04-20 09:57:43	22.2	53.6
2025-04-20 09:47:43	22.2	53.2
2025-04-20 09:37:43	22.5	52.6
2025-04-20 09:27:43	22.7	51.9
2025-04-20 09:17:43	23.1	50.9
2025-04-20 09:07:43	23.5	50
2025-04-20 08:57:43	23.9	49.4
2025-04-20 08:47:43	24.1	49.1
2025-04-20 08:37:43	24.1	49.2
2025-04-20 08:27:43	24.1	49.4
2025-04-20 08:17:43	24.1	49.7
2025-04-20 08:07:43	24	50
2025-04-20 07:57:43	24.1	50.1
2025-04-20 07:47:43	24	50.4
2025-04-20 07:37:43	24	50.6
2025-04-20 07:27:43	24	50.8
2025-04-20 07:17:43	24	51
